[package] count=99 itemid=110 itemtype=consume source=init_profile type=get time=2013-04-07_19:12:14.827592 userid=1356
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:50.380113 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:50.775006 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:50.779484 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:51.155684 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:51.157747 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:51.808229 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:51.810121 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:52.242958 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:52.245244 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:52.627703 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:52.629842 userid=611
[package] count=1 itemid=3301 itemtype=material source=combine type=consume time=2013-04-07_19:46:56.546198 userid=611
[package] count=1 itemid=3302 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:56.548157 userid=611
[package] count=1 itemid=3901 itemtype=material source=combine type=consume time=2013-04-07_19:46:58.476279 userid=611
[package] count=1 itemid=3902 itemtype=material source=combine_gem type=get time=2013-04-07_19:46:58.478348 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:02.026738 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:02.030028 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:02.411235 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:02.413701 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:02.741544 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:02.744902 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:03.141626 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:03.143686 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:03.475858 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:03.477688 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:03.876185 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:03.878048 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:04.209921 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:04.212036 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:04.591103 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:04.593022 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:04.976335 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:04.978333 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:05.408996 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:05.410832 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:05.812056 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:05.814101 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:06.226997 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:06.229110 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:06.565040 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:06.567182 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:07.027560 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:07.029451 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:07.441479 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:07.443930 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:11.995335 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:12.003310 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:12.376625 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:12.384033 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:12.729537 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:12.736397 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:13.108380 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:13.115361 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:13.442780 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:13.448539 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:13.876277 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:13.881474 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:14.294292 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:14.300701 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:18.161025 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:18.162952 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:18.541766 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:18.543668 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:18.963442 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:18.965422 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:19.358659 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:19.360746 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:19.693448 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:19.695284 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:20.127301 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:20.129451 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:20.561761 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:20.563903 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:20.941858 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:20.943930 userid=611
[package] count=1 itemid=5002 itemtype=material source=combine type=consume time=2013-04-07_19:47:21.313923 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:21.315978 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:25.158550 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:25.160381 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:25.611540 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:25.614061 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:25.994008 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:25.996229 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:26.427562 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:26.429675 userid=611
[package] count=1 itemid=5003 itemtype=material source=combine type=consume time=2013-04-07_19:47:26.810054 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:26.812066 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:31.328935 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:31.331634 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:31.699805 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:31.701941 userid=611
[package] count=1 itemid=5004 itemtype=material source=combine type=consume time=2013-04-07_19:47:32.092484 userid=611
[package] count=1 itemid=5005 itemtype=material source=combine_gem type=get time=2013-04-07_19:47:32.094324 userid=611
[package] count=1 itemid=3801 itemtype=material source=mosiac_replace type=get time=2013-04-07_19:48:00.378955 userid=611
[package] count=1 itemid=3702 itemtype=material source=mosiac type=consume time=2013-04-07_19:48:00.379174 userid=611
[package] count=1 itemid=3801 itemtype=material source=mosiac type=consume time=2013-04-07_19:48:31.265090 userid=611
